BX = 000 Event : 1
0x00 1101111|000100111001|00000000110111|010 0xDE27201BA
0x01 0011010|000101011111|00000011001010|010 0x342BE0652
0x02 1101100|000110001010|00000111011101|101 0xD83140EED
0x03 0011000|000110110111|00000100100000|110 0x3036E0906
0x04 1100101|001010010000|00000000111101|100 0xCA52001EC
0x05 1110101|001011111110|00010000011010|101 0xEA5FC20D5
0x06 0010011|001101111010|00000111001001|100 0x266F40E4C
0x07 0010111|010000001110|00000111001111|000 0x2E81C0E78
0x08 0100100|010011000110|00011110000000|101 0x4898C3C05
0x09 1111101|010011010001|00011010010100|000 0xFA9A234A0
0x0a 0010011|010110101000|00001000110001|100 0x26B50118C
0x0b 1101110|010110110011|00010110111001|100 0xDCB662DCC
0x0c 1011110|010110111000|00011011110011|000 0xBCB703798
0x0d 1101111|011010111010|00011101111111|100 0xDED743BFC
0x0e 1111100|011111100101|00010011000010|100 0xF8FCA2614
0x0f 1100000|011111101101|00001010100011|100 0xC0FDA151C
0x10 1001001|111111000010|00000101110101|010 0x93F840BAA
0x11 1010001|111111011001|00001011011101|101 0xA3FB216ED
0x12 1010001|111111011100|00001011000001|010 0xA3FB8160A
0x13 1001100|000000101100|00011111111001|010 0x980583FCA
0x14 1001011|000000110110|00011100001101|001 0x9606C3869
0x15 1010001|000010110001|00001110100001|100 0xA21621D0C
0x16 1010011|000011000000|00011011101001|000 0xA61803748
0x17 1001001|000010110111|00001111000110|101 0x9216E1E35
0x18 1001001|000011000100|00001011001000|001 0x921881641
0x19 1001010|000011101100|00010011101000|001 0x941D82741
0x1a 1001001|000100000011|00000010100110|101 0x922060535
0x1b 1011001|100000010001|00001110100011|100 0xB30221D1C
0x1c 1011011|100000010010|00001000101001|000 0xB70241148
0x1d 0100001|100000100110|00001001011011|001 0x4304C12D9
0x1e 1100000|100101000011|00000110011110|001 0xC12860CF1
0x1f 1100000|100101000011|00000011001001|000 0xC12860648
0x20 1101010|100101000110|00001101001010|100 0xD528C1A54
0x21 0000010|100101001101|00001010000000|001 0x0529A1401
0x22 0010000|100101010001|00001000111011|000 0x212A211D8
0x23 1101100|101001001101|00001101000100|101 0xD949A1A25
0x24 0000010|101001010011|00001100011110|000 0x054A618F0
0x25 0010101|101001011000|00001000111111|000 0x2B4B011F8
0x26 1100111|101100101010|00001010101111|101 0xCF654157D
0x27 0100010|101111110100|00010000111101|000 0x457E821E8
0x28 1110100|110001110100|00000001001111|101 0xE98E8027D
0x29 1100001|110011110111|00001110010000|000 0xC39EE1C80
0x2a 1110101|110101111001|00001101101011|000 0xEBAF21B58
0x2b 1110000|110111011011|00001000101100|101 0xE1BB61165
0x2c 1110011|111000100110|00000011101100|101 0xE7C4C0765
0x2d 1110111|111000101010|00000011101111|100 0xEFC54077C
0x2e 0001100|111000111011|00011000101101|001 0x19C763169
0x2f 0010000|111001000000|00010000110011|100 0x21C80219C
0x30 0011101|111001001010|00011101000010|101 0x3BC943A15
0x31 0011111|111001001110|00010001110000|110 0x3FC9C2386
0x32 1110000|111001110110|00011111110100|110 0xE1CEC3FA6
0x33 1110001|111001111010|00010100101110|101 0xE3CF42975
0x34 1110100|111001111101|00010000011001|010 0xE9CFA20CA
0x35 1110110|111001111111|00010000001010|001 0xEDCFE2051
0x36 0001001|111011011011|00011100011101|010 0x13DB638EA
BX = 001 Event : 2
0x00 0010010|000100011001|00000011101000|010 0x242320742
0x01 1111110|000100101100|00000010111100|100 0xFC25805E4
0x02 1111000|000100110010|00010000111111|001 0xF026421F9
0x03 0011111|000101011011|00010100001001|010 0x3E2B6284A
0x04 1111010|000101111100|00000010111111|110 0xF42F805FE
0x05 1110101|000110000001|00000001110101|100 0xEA30203AC
0x06 1110011|000110000011|00000001110110|100 0xE630603B4
0x07 1111100|001010000011|00001111010100|101 0xF85061EA5
0x08 1110001|001010001010|00001110100000|110 0xE25141D06
0x09 0001111|001011110000|00011001101110|001 0x1E5E03371
0x0a 0011000|001101111000|00010001010011|001 0x306F02299
0x0b 1110011|010000011001|00011010101011|001 0xE68323559
0x0c 1100101|010000011101|00001001000111|101 0xCA83A123D
0x0d 0010110|010110101000|00001110111100|101 0x2CB501DE5
0x0e 1111000|010110110000|00000010101110|000 0xF0B600570
0x0f 1100100|010110110110|00000011010010|000 0xC8B6C0690
0x10 0001001|011010110001|00001110110000|100 0x12D621D84
0x11 0010001|011111011111|00001111000010|100 0x22FBE1E14
0x12 1100101|011111101100|00011010100100|100 0xCAFD83524
0x13 1011101|011111101110|00000000011111|100 0xBAFDC00FC
0x14 1010001|111101111010|00001101000101|010 0xA3EF41A2A
0x15 1010001|111101111100|00001101000101|010 0xA3EF81A2A
0x16 1010010|111110000100|00010101110110|101 0xA5F082BB5
0x17 1001001|111110111101|00000100000101|000 0x93F7A0828
0x18 1010010|000000010000|00010101011101|010 0xA40202AEA
0x19 1010001|000000010011|00001011101000|001 0xA20261741
0x1a 1010010|000000011010|00010100111101|010 0xA403429EA
0x1b 1001011|000000101111|00011100001001|000 0x9605E3848
0x1c 1010000|000010100100|00000100110101|101 0xA014809AD
0x1d 1010011|000010100111|00011011001001|101 0xA614E364D
0x1e 1010100|000010100111|00011111010100|001 0xA814E3EA1
0x1f 1001001|000010111111|00000010000001|101 0x9217E040D
0x20 1001011|000011001011|00011010011010|010 0x9619634D2
0x21 1001001|000011110100|00000010010111|100 0x921E804BC
0x22 1001001|000011111011|00000100111111|100 0x921F609FC
0x23 1011110|100000010010|00011111101101|100 0xBD0243F6C
0x24 1011100|100000010010|00010011101100|100 0xB90242764
0x25 0001110|100000100000|00001100101111|000 0x1D0401978
0x26 0010000|100000100001|00000100110111|100 0x2104209BC
0x27 0010101|100101010010|00001110000000|100 0x2B2A41C04
0x28 1010110|101001000110|00000001101001|100 0xAD48C034C
0x29 1100101|101001001010|00001001100110|001 0xCB4941331
0x2a 1101010|101001001011|00011100011010|100 0xD549638D4
0x2b 1100111|101001001011|00001001010100|100 0xCF49612A4
0x2c 1110011|101100101101|00000000100001|001 0xE765A0109
0x2d 1011101|101111100000|00010111111000|100 0xBB7C02FC4
0x2e 1011111|101111100001|00010111101110|100 0xBF7C22F74
0x2f 1110001|110001110010|00001111100010|001 0xE38E41F11
0x30 1110101|110001110100|00001111000110|100 0xEB8E81E34
0x31 0000001|110100001010|00001000101111|100 0x03A14117C
0x32 0001000|110100001101|00001010001011|100 0x11A1A145C
0x33 1011111|110101101100|00001110100100|101 0xBFAD81D25
0x34 1111000|110101111011|00000001010010|101 0xF1AF60295
0x35 0001100|110110000101|00011000011011|010 0x19B0A30DA
0x36 0010101|110111110000|00000101101100|001 0x2BBE00B61
0x37 0011011|110111110100|00000101111100|001 0x37BE80BE1
0x38 1101100|111000100000|00001000011001|101 0xD9C4010CD
0x39 1111100|111000101101|00010100110100|100 0xF9C5A29A4
0x3a 1110111|111011001110|00001000011001|010 0xEFD9C10CA
0x3b 0000110|111011011010|00010111000011|100 0x0DDB42E1C
BX = 010 Event : 3
0x00 0011011|000100010010|00010000000110|010 0x362242032
0x01 1101110|000100111011|00001101110100|010 0xDC2761BA2
0x02 0011101|000101011101|00001111111001|010 0x3A2BA1FCA
0x03 0010110|000101100010|00001001110100|000 0x2C2C413A0
0x04 0001001|000111000111|00010011010000|001 0x1238E2681
0x05 1111110|000111001111|00000111010100|010 0xFC39E0EA2
0x06 1101101|001010001011|00000000110101|100 0xDA51601AC
0x07 1101010|001010001111|00011100100110|010 0xD451E3932
0x08 1100000|001010010100|00010100001011|000 0xC05282858
0x09 0000011|001011110101|00000111001001|000 0x065EA0E48
0x0a 0000001|001011110110|00000111001001|100 0x025EC0E4C
0x0b 1110111|001011111101|00001001011011|001 0xEE5FA12D9
0x0c 1100001|001110011000|00011011001010|101 0xC27303655
0x0d 1111010|010000010111|00011001011000|100 0xF482E32C4
0x0e 1011011|010000100000|00011000110011|001 0xB68403199
0x0f 0100001|010011000110|00001000001111|001 0x4298C1079
0x10 1101111|010011010101|00011110100111|001 0xDE9AA3D39
0x11 1101010|010011010110|00011010101001|000 0xD49AC3548
0x12 0001111|010110101010|00010010110001|000 0x1EB542588
0x13 0011001|011111011101|00000100110000|000 0x32FBA0980
0x14 1001011|111100101011|00011010010110|010 0x97E5634B2
0x15 1010010|111111110111|00010100100001|000 0xA5FEE2908
0x16 0100001|100000100110|00001010100010|100 0x4304C1514
0x17 1100101|100101000100|00011011101110|001 0xCB2883771
0x18 1100011|100101000100|00001111100100|000 0xC72881F20
0x19 1100011|100101000100|00001101110111|100 0xC72881BBC
0x1a 0000011|101001010011|00010110111111|100 0x074A62DFC
0x1b 1100101|101100101000|00011010111000|100 0xCB65035C4
0x1c 1100111|101100101010|00000000001100|000 0xCF6540060
0x1d 1011000|101111100000|00000001100000|010 0xB17C00302
0x1e 1110011|101111100111|00000100000000|101 0xE77CE0805
0x1f 0000100|101111101100|00001011001101|100 0x097D8166C
0x20 0011010|110010001000|00011100001101|010 0x35910386A
0x21 1111110|111000110001|00000110110100|001 0xFDC620DA1
0x22 1101110|111001110101|00011110110110|010 0xDDCEA3DB2
0x23 0000100|111011011010|00001100110010|010 0x09DB41992
BX = 011 Event : 4
0x00 0010111|000100010111|00011001000100|101 0x2E22E3225
0x01 0001011|000100100001|00010111100000|000 0x162422F00
0x02 1110111|000100110100|00010101101000|110 0xEE2682B46
0x03 0010101|000101100111|00011111011101|100 0x2A2CE3EEC
0x04 1111001|000101111110|00001001101110|010 0xF22FC1372
0x05 1101110|000111011111|00000010101001|101 0xDC3BE054D
0x06 1110010|001000100101|00010101101111|110 0xE444A2B7E
0x07 1100110|001010010000|00001110110100|100 0xCC5201DA4
0x08 0000011|001110000100|00010111110011|101 0x067082F9D
0x09 1110001|010000011001|00001111011100|100 0xE28321EE4
0x0a 0011001|010011001000|00000010100000|000 0x329900500
0x0b 0010111|010110100111|00000100110011|000 0x2EB4E0998
0x0c 0011011|011010101101|00010010101000|000 0x36D5A2540
0x0d 1100100|011010111100|00000011000001|100 0xC8D78060C
0x0e 1100001|011010111101|00001111101111|100 0xC2D7A1F7C
0x0f 1011011|011010111110|00000011001010|100 0xB6D7C0654
0x10 0100001|011111011010|00001010101000|100 0x42FB41544
0x11 0010111|011111011101|00000010010000|000 0x2EFBA0480
0x12 0010001|011111011111|00001101010100|000 0x22FBE1AA0
0x13 1110011|011111101000|00010111010100|100 0xE6FD02EA4
0x14 1101001|011111101010|00000111100111|100 0xD2FD40F3C
0x15 1001001|111100111100|00000111001001|000 0x93E780E48
0x16 1010001|111101010111|00001000101000|000 0xA3EAE1140
0x17 1010001|111101011001|00001000101000|000 0xA3EB21140
0x18 1010010|111101101101|00011000000000|101 0xA5EDA3005
0x19 1001001|111110111101|00001100001010|000 0x93F7A1850
0x1a 1001001|000000101100|00000111110101|101 0x920580FAD
0x1b 1001100|000001010000|00011101101010|101 0x980A03B55
0x1c 1001001|000001010010|00000001110011|001 0x920A40399
0x1d 1001100|000001010101|00011101000110|100 0x980AA3A34
0x1e 1010001|000010001001|00010001101000|100 0xA21122344
0x1f 1010000|000010110011|00000001010000|100 0xA01660284
0x20 1001001|000011010101|00001111100100|101 0x921AA1F25
0x21 1100111|100000010100|00011000011010|100 0xCF02830D4
