BX = 000 Event : 1
0x00 0001000|0011110 0x041E
0x01 0001001|0011110 0x049E
0x02 0110000|0110011 0x1833
BX = 001 Event : 2
0x00 0011011|0111010 0x0DBA
BX = 010 Event : 3
0x00 0001100|0010011 0x0613
0x01 0001100|0011001 0x0619
0x02 0001101|0010011 0x0693
0x03 0001101|0011001 0x0699
0x04 0010001|0011110 0x089E
BX = 011 Event : 4
0x00 0011011|1011010 0x0DDA
0x01 0011011|1011101 0x0DDD
0x02 0011101|1011010 0x0EDA
0x03 0011101|1011101 0x0EDD
0x04 0110011|1001000 0x19C8
BX = 100 Event : 5
0x00 0000000|0010001 0x0011
0x01 0001000|0110111 0x0437
0x02 0001000|0111100 0x043C
0x03 0001000|0111101 0x043D
0x04 0010000|0111100 0x083C
0x05 0010000|0111101 0x083D
0x06 0010100|0010001 0x0A11
0x07 0010110|0010001 0x0B11
0x08 0100000|0011111 0x101F
BX = 101 Event : 6
0x00 0001000|0010100 0x0414
0x01 0010110|0110101 0x0B35
BX = 110 Event : 7
0x00 0000001|0001000 0x0088
0x01 0011001|1000010 0x0CC2
0x02 0011011|1000010 0x0DC2
0x03 0011101|1000010 0x0EC2
BX = 111 Event : 8
0x00 0010110|0110001 0x0B31
0x01 0011001|0110001 0x0CB1
BX = 000 Event : 9
0x00 0000000|1001010 0x004A
0x01 0000010|1001010 0x014A
0x02 0011010|1001010 0x0D4A
0x03 0011011|1001010 0x0DCA
0x04 0011100|1001010 0x0E4A
0x05 0011110|1001010 0x0F4A
0x06 0011111|1001010 0x0FCA
BX = 001 Event : 10
0x00 0000000|0000111 0x0007
0x01 0001001|0001111 0x048F
0x02 0001010|0001111 0x050F
0x03 0011011|0010111 0x0D97
0x04 0011011|0011000 0x0D98
BX = 010 Event : 11
0x00 0010000|0110100 0x0834
0x01 0010001|0110100 0x08B4
BX = 011 Event : 12
0x00 0010011|1001001 0x09C9
0x01 0010011|1001110 0x09CE
0x02 0101100|0111001 0x1639
BX = 100 Event : 13
BX = 101 Event : 14
0x00 0000010|0010000 0x0110
0x01 0000010|0010001 0x0111
0x02 0000111|0010000 0x0390
0x03 0001000|0010000 0x0410
0x04 0001000|0010001 0x0411
0x05 0100101|0110101 0x12B5
0x06 0110001|0010000 0x1890
0x07 0110001|0010001 0x1891
BX = 110 Event : 15
0x00 0100100|0111000 0x1238
BX = 111 Event : 16
0x00 0010010|0110101 0x0935
0x01 0010010|0111010 0x093A
0x02 0010011|0110101 0x09B5
0x03 0010011|0111010 0x09BA
0x04 0010101|0110101 0x0AB5
0x05 0010101|0111010 0x0ABA
0x06 0010110|0110101 0x0B35
0x07 0010110|0111010 0x0B3A
0x08 0010111|0110101 0x0BB5
0x09 0011001|0111010 0x0CBA
0x0a 0011101|0111111 0x0EBF
0x0b 0011101|1000001 0x0EC1
0x0c 0011110|0111111 0x0F3F
0x0d 0011110|1000001 0x0F41
0x0e 0100001|0111111 0x10BF
0x0f 0100001|1000001 0x10C1
0x10 0110101|0101100 0x1AAC
0x11 0110101|0101111 0x1AAF
BX = 000 Event : 17
0x00 0010101|0101111 0x0AAF
0x01 0010101|0110001 0x0AB1
BX = 001 Event : 18
0x00 0011010|0110001 0x0D31
BX = 010 Event : 19
0x00 0000010|0011011 0x011B
0x01 0000011|0011011 0x019B
0x02 0101010|0110011 0x1533
0x03 0101010|0110111 0x1537
BX = 011 Event : 20
0x00 0000111|0010010 0x0392
0x01 0010110|0110010 0x0B32
0x02 0011001|0110010 0x0CB2
0x03 0101111|0101101 0x17AD
BX = 100 Event : 21
BX = 101 Event : 22
0x00 0010011|0110111 0x09B7
0x01 0011010|0011011 0x0D1B
0x02 0011011|0011011 0x0D9B
0x03 0011100|0011011 0x0E1B
0x04 0101010|0101110 0x152E
0x05 0101011|0101110 0x15AE
BX = 110 Event : 23
BX = 111 Event : 24
0x00 0000000|1010001 0x0051
0x01 0010001|0100011 0x08A3
0x02 0011110|1010001 0x0F51
