BX = 000 Event : 1
0x00 0110110|0111000 0x1B38
BX = 001 Event : 2
BX = 010 Event : 3
0x00 0010000|0011101 0x081D
0x01 0100010|0101101 0x112D
BX = 011 Event : 4
BX = 100 Event : 5
BX = 101 Event : 6
BX = 110 Event : 7
BX = 111 Event : 8
0x00 0100111|0100101 0x13A5
BX = 000 Event : 9
BX = 001 Event : 10
0x00 0010101|0000100 0x0A84
0x01 0010110|0000100 0x0B04
BX = 010 Event : 11
BX = 011 Event : 12
BX = 100 Event : 13
0x00 0001100|0001100 0x060C
0x01 0010000|0010011 0x0813
0x02 0011101|0011001 0x0E99
BX = 101 Event : 14
0x00 0100000|0101000 0x1028
0x01 0111010|0100101 0x1D25
BX = 110 Event : 15
BX = 111 Event : 16
0x00 0011111|0001011 0x0F8B
BX = 000 Event : 17
BX = 001 Event : 18
BX = 010 Event : 19
BX = 011 Event : 20
BX = 100 Event : 21
0x00 0000001|0010101 0x0095
BX = 101 Event : 22
0x00 0010101|0000010 0x0A82
0x01 0010111|0001110 0x0B8E
BX = 110 Event : 23
BX = 111 Event : 24
BX = 000 Event : 25
0x00 0110110|1000110 0x1B46
0x01 0110111|1000110 0x1BC6
BX = 001 Event : 26
BX = 010 Event : 27
0x00 0011111|0011000 0x0F98
BX = 011 Event : 28
0x00 0011101|0000100 0x0E84
BX = 100 Event : 29
BX = 101 Event : 30
BX = 110 Event : 31
0x00 0011001|0001001 0x0C89
BX = 111 Event : 32
BX = 000 Event : 33
0x00 0011111|0011111 0x0F9F
BX = 001 Event : 34
BX = 010 Event : 35
0x00 0011101|0010100 0x0E94
BX = 011 Event : 36
BX = 100 Event : 37
0x00 0000010|0001110 0x010E
0x01 0000101|0001110 0x028E
0x02 0000110|0001110 0x030E
BX = 101 Event : 38
BX = 110 Event : 39
BX = 111 Event : 40
BX = 000 Event : 41
BX = 001 Event : 42
0x00 0011111|0110000 0x0FB0
BX = 010 Event : 43
BX = 011 Event : 44
BX = 100 Event : 45
BX = 101 Event : 46
0x00 0101101|0101010 0x16AA
BX = 110 Event : 47
0x00 0001000|0010100 0x0414
0x01 0001001|0010100 0x0494
BX = 111 Event : 48
BX = 000 Event : 49
BX = 001 Event : 50
BX = 010 Event : 51
BX = 011 Event : 52
0x00 0001001|0011010 0x049A
BX = 100 Event : 53
0x00 0000110|0010111 0x0317
0x01 0100000|0000010 0x1002
BX = 101 Event : 54
BX = 110 Event : 55
BX = 111 Event : 56
BX = 000 Event : 57
BX = 001 Event : 58
BX = 010 Event : 59
BX = 011 Event : 60
0x00 0000110|0010011 0x0313
0x01 0001110|0100001 0x0721
0x02 0011100|0000110 0x0E06
BX = 100 Event : 61
BX = 101 Event : 62
BX = 110 Event : 63
0x00 0011001|0001001 0x0C89
0x01 0011001|0001010 0x0C8A
0x02 0011011|0001001 0x0D89
0x03 0011011|0001010 0x0D8A
0x04 0110111|1010101 0x1BD5
BX = 111 Event : 64
BX = 000 Event : 65
BX = 001 Event : 66
0x00 0011001|0001111 0x0C8F
0x01 0011110|0001111 0x0F0F
BX = 010 Event : 67
BX = 011 Event : 68
BX = 100 Event : 69
0x00 0010101|0000000 0x0A80
0x01 0101010|0110000 0x1530
BX = 101 Event : 70
BX = 110 Event : 71
0x00 0001110|0000111 0x0707
BX = 111 Event : 72
BX = 000 Event : 73
BX = 001 Event : 74
BX = 010 Event : 75
BX = 011 Event : 76
BX = 100 Event : 77
BX = 101 Event : 78
0x00 0100010|0100100 0x1124
BX = 110 Event : 79
BX = 111 Event : 80
BX = 000 Event : 81
0x00 0001001|0011010 0x049A
BX = 001 Event : 82
BX = 010 Event : 83
0x00 0011011|0101011 0x0DAB
BX = 011 Event : 84
BX = 100 Event : 85
BX = 101 Event : 86
BX = 110 Event : 87
BX = 111 Event : 88
0x00 0000001|0001110 0x008E
0x01 0000001|0010001 0x0091
BX = 000 Event : 89
0x00 0010110|0001110 0x0B0E
BX = 001 Event : 90
0x00 0101001|0000000 0x1480
BX = 010 Event : 91
BX = 011 Event : 92
BX = 100 Event : 93
BX = 101 Event : 94
BX = 110 Event : 95
0x00 0000010|0001100 0x010C
BX = 111 Event : 96
BX = 000 Event : 97
0x00 0011001|0100100 0x0CA4
BX = 001 Event : 98
BX = 010 Event : 99
0x00 0110100|0101011 0x1A2B
BX = 011 Event : 100
