BX = 000 Event : 1
0x00 0000001|0000000|00111110111101100|00001101|0011100111|000001010  0x00803EF6069CE0A
0x01 0000001|0000010|00110011110100110|00010100|0010110000|000001111  0x008233D30A1600F
0x02 0000001|0000011|00110100100011000|10111101|0001110011|111010101  0x0083348C5E8E7D5
0x03 0000001|0000100|00110101000111100|10110001|0001111001|111000101  0x0084351E588F3C5
0x04 0000001|0000101|00110110011110010|00011000|0000101111|000001000  0x008536790C05E08
BX = 001 Event : 2
0x00 0000001|0000000|00111011101010010|01001100|0011010101|000111110  0x00803BA9261AA3E
0x01 0000001|0000001|00101110001100010|01010001|0001110000|001000010  0x00812E31288E042
0x02 0000001|0000010|00101011100110110|01010001|0001011100|001000011  0x00822B9B288B843
0x03 0000001|0000011|00111000111011100|01001010|0011100011|000111001  0x008338EE251C639
0x04 0000001|0001001|00101100000110100|10010011|0001010111|110111110  0x00892C1A498AFBE
0x05 0000001|0001010|00100100110000100|11011100|1111110100|111110010  0x008A24C26E7E9F2
BX = 010 Event : 3
0x00 0000001|0000001|00111011001001110|10110010|0001110110|111000000  0x00813B27590EDC0
0x01 0000001|0000010|00101010110111000|11001111|1111100011|111010111  0x00822ADC67FC7D7
0x02 0000001|0000011|00101011001101110|11001110|1111100111|111010110  0x00832B37677CFD6
BX = 011 Event : 4
0x00 0000001|0000010|00111000010110000|11010011|0010100101|111011101  0x008238586994BDD
0x01 0000001|0000101|00110001100100010|01101110|0001010011|001001010  0x00853191370A64A
0x02 0000001|0001001|00110011011010010|11100101|0001100011|111100100  0x00893369728C7E4
0x03 0000001|0001010|00110011101111100|11100110|0001100110|111100110  0x008A33BE730CDE6
0x04 0000001|0001100|00111101110000100|11111110|0010110000|111111100  0x008C3DC27F161FC
0x05 0000001|0001101|00011110101010010|11111000|1110011000|111111100  0x008D1EA97C731FC
0x06 0000001|0001110|00011111000011000|11111010|1110011011|111111110  0x008E1F0C7D737FE
0x07 0000001|0001111|00100110111101100|11110101|1111001001|111110111  0x008F26F67AF93F7
0x08 0000001|0010000|00101001101001000|11111101|1111011110|000000000  0x009029A47EFBC00
0x09 0000001|0010001|00100000110100100|00010101|1110011001|000010110  0x009120D20AF3216
0x0a 0000001|0010010|00011101001111000|00011011|1101111101|000011101  0x00921D3C0DEFA1D
0x0b 0000001|0010011|00100000110100100|00011111|1110011001|000100001  0x009320D20FF3221
0x0c 0000001|0010101|00110011011010100|00110100|0001000010|000100001  0x0095336A1A08421
0x0d 0000001|0010110|00111111110011110|00110111|0010100100|000100101  0x00963FCF1B94825
0x0e 0000001|0010111|00111101101111010|00111000|0010010011|000100101  0x00973DBD1C12625
0x0f 0000001|0011000|00100011111100100|01111101|1111000111|001011110  0x009823F23EF8E5E
0x10 0000001|0011001|00100110001101010|01111110|1111011110|001011110  0x009926353F7BC5E
0x11 0000001|0011010|00100000000001000|11101100|1110100011|111111010  0x009A200476747FA
0x12 0000001|0011011|00011111011110110|11101100|1110011111|111111010  0x009B1F7B7673FFA
0x13 0000001|0011100|00101011100111110|11111011|1111110111|111111111  0x009C2B9F7DFEFFF
0x14 0000001|0011101|00101101111110010|00000011|0000001001|000000110  0x009D2DF90181206
0x15 0000001|0011110|00100110001101100|00010111|1111001110|000011010  0x009E26360BF9C1A
0x16 0000001|0011111|00100011000100010|00011101|1110110111|000011111  0x009F23110EF6E1F
0x17 0000001|0100000|00100011100000100|11100001|1111000111|111100000  0x00A0238270F8FE0
0x18 0000001|0100001|00100011110110000|11100011|1111001010|111100010  0x00A123D871F95E2
0x19 0000001|0100010|00110011110010110|11101011|0001000010|111101010  0x00A233CB75885EA
0x1a 0000001|0100011|00101100000000000|00000000|0000000111|111111101  0x00A32C000000FFD
0x1b 0000001|0100100|00101000110111000|00000110|1111101111|000000011  0x00A428DC037DE03
0x1c 0000001|0100101|00101100000000000|00001010|0000000111|000000110  0x00A52C000500E06
0x1d 0000001|0100110|00110001100101010|00011010|0000110001|000010101  0x00A631950D06215
0x1e 0000001|0101100|00111100111011010|11110011|0001110000|000000010  0x00AC3CED798E002
BX = 100 Event : 5
0x00 0000001|0000001|00101110010101100|11010111|0000111000|111011000  0x00812E566B871D8
0x01 0000001|0000010|00101100011100100|00000001|0000101001|000000010  0x00822C720085202
0x02 0000001|0000100|00101111010011000|11110001|0001000001|111111001  0x00842F4C78883F9
0x03 0000001|0000101|00101101110110100|11110000|0000110011|111111000  0x00852DDA78067F8
0x04 0000001|0000110|00101110100101010|11110000|0000111010|111111000  0x00862E9578075F8
0x05 0000001|0000111|00111100000101110|11101101|0010111111|111110100  0x00873C177697FF4
0x06 0000001|0001000|00100111011001110|11010111|1111000010|111101011  0x008827676BF85EB
BX = 101 Event : 6
BX = 110 Event : 7
0x00 0000001|0000000|00110111010100110|10110011|0011110000|111001101  0x00803753599E1CD
0x01 0000001|0000001|00110111000100000|10110100|0011101110|111001110  0x008137105A1DDCE
0x02 0000001|0000101|00101001011110110|00010111|0000011000|000010011  0x0085297B0B83013
0x03 0000001|0000111|00110000000111110|11110110|0001110101|111110101  0x0087301F7B0EBF5
0x04 0000001|0001000|00111110110101110|00000010|0010111110|111111110  0x00883ED70117DFE
