BX = 000 Event : 1
BX = 001 Event : 2
BX = 010 Event : 3
0x00 0000011|0000100|00110101111101|010010001101|0001001000|111000000  0x03086BEA46891C0
0x01 0000011|0000110|00110110011010|010010010010|0001000110|110111111  0x030C6CD24908DBF
BX = 011 Event : 4
0x00 0000011|0000101|00101010101000|010100110010|1110011100|001001110  0x030A5542997384E
0x01 0000011|0000110|00101110100110|010011111000|1110100111|001001001  0x030C5D327C74E49
0x02 0000011|0000111|00110001100101|010001111101|1110110000|000111110  0x030E632A3EF603E
0x03 0000011|0001000|00110001100000|010010010011|1110101111|001000000  0x0310630249F5E40
0x04 0000011|0001001|00100010000011|011100110011|0001101010|110010001  0x0312441B998D591
0x05 0000011|0100001|00111001111001|010111110111|1111000001|001010101  0x034273CAFBF8255
0x06 0000011|0100010|00101110110100|011000011110|1110100100|001011001  0x03445DA30F74859
0x07 0000011|0100011|00110010101111|010110001001|1110101111|001001101  0x0346657AC4F5E4D
BX = 100 Event : 5
0x00 0000011|0000000|00110000011001|010110001010|0000110001|110110100  0x030060CAC5063B4
0x01 0000011|0000001|00111100000010|010101110000|0000010101|110110111  0x03027812B802BB7
BX = 101 Event : 6
0x00 0000011|0000010|00110111001101|001110001111|0000111000|111001001  0x03046E69C7871C9
0x01 0000011|0001001|00111010001111|001111100001|0001001100|111000011  0x03127479F0899C3
BX = 110 Event : 7
0x00 0000011|0000011|00111010011111|010101111010|0000110100|110101001  0x030674FABD069A9
0x01 0000011|0000100|00111010000101|010101110011|0000110101|110101010  0x0308742AB986BAA
0x02 0000011|0000111|00110111000110|011100101110|1111000101|001100010  0x030E6E339778A62
0x03 0000011|0001000|00100100001010|011011110110|1110010010|001011110  0x031048537B7245E
BX = 111 Event : 8
BX = 000 Event : 9
0x00 0000011|0000011|00101010001111|011001001001|0000111100|110101101  0x0306547B24879AD
0x01 0000011|0000101|00111111110010|011001001010|0000000001|110101101  0x030A7F9325003AD
0x02 0000011|0010011|00110000011101|010000101011|0001000110|111000110  0x032660EA1588DC6
0x03 0000011|0010111|00011000111111|011101010011|0001110111|110011100  0x032E31FBA98EF9C
0x04 0000011|0011000|00010111000011|011100001010|0001111100|110100001  0x03302E1B850F9A1
BX = 001 Event : 10
BX = 010 Event : 11
BX = 011 Event : 12
0x00 0000011|0000001|00111001011001|010010110011|0000011110|110110010  0x030272CA5983DB2
0x01 0000011|0001011|00010111101101|011010110111|1110000011|001011101  0x03162F6B5BF065D
0x02 0000011|0001100|00100000101101|011011100010|1110011011|001100000  0x0318416B7173660
0x03 0000011|0001111|00110010000001|010111100000|0001010010|110100011  0x031E640AF00A5A3
0x04 0000011|0011101|00111011101011|010110101111|0001000011|110101100  0x033A775AD7887AC
BX = 100 Event : 13
BX = 101 Event : 14
BX = 110 Event : 15
BX = 111 Event : 16
BX = 000 Event : 17
0x00 0000011|0001010|00100011100111|010110110011|1110011010|001010011  0x0314473AD9F3453
0x01 0000011|0001011|00110001001010|011000001111|0000111101|110101001  0x031662530787BA9
0x02 0000011|0011001|00110111111010|010011100110|0001011000|110111010  0x03326FD2730B1BA
BX = 001 Event : 18
0x00 0000011|0000001|00111111001000|011010010101|1111101100|001101010  0x03027E434AFD86A
BX = 010 Event : 19
BX = 011 Event : 20
0x00 0000011|0000000|00110101111000|011000011010|1111011011|001011110  0x03006BC30D7B65E
0x01 0000011|0000001|00111001001000|010110010001|1111100100|001010010  0x03027242C8FC852
0x02 0000011|0010000|00110111010111|010111000011|1111000010|001010000  0x03206EBAE1F8450
0x03 0000011|0010110|00110011011011|011011000110|1110100100|001101001  0x032C66DB6374869
BX = 100 Event : 21
0x00 0000011|0000000|00011011000011|011000010101|0001110001|110100111  0x0300361B0A8E3A7
BX = 101 Event : 22
BX = 110 Event : 23
0x00 0000011|0001010|00101110101000|010101011111|1110010100|001010100  0x03145D42AFF2854
0x01 0000011|0001011|00101110011100|010110001010|1110010100|001011001  0x03165CE2C572859
0x02 0000011|0001100|00101011100110|010110010000|1110001001|001011010  0x03185732C87125A
0x03 0000011|0001101|00101000100101|011010010001|0001101111|110100000  0x031A512B488DFA0
BX = 111 Event : 24
0x00 0000011|0000111|00111101001000|001110101100|0001001100|111000110  0x030E7A41D6099C6
BX = 000 Event : 25
0x00 0000011|0000000|00110101001000|010001100110|0000111000|110111010  0x03006A4233071BA
0x01 0000011|0000001|00110011111001|010000111000|0000111110|111000001  0x030267CA1C07DC1
0x02 0000011|0000010|00111011000101|010000111000|0000101000|111000001  0x0304762A1C051C1
0x03 0000011|0000111|00110010100110|011100110111|0001001110|110001001  0x030E65339B89D89
0x04 0000011|0001000|00100101000010|011001011000|0001111001|110011111  0x03104A132C0F39F
0x05 0000011|0001010|00110011101111|011001000111|0001001010|110100010  0x0314677B23895A2
0x06 0000011|0001011|00110011110001|011000111101|0001001010|110100010  0x0316678B1E895A2
BX = 001 Event : 26
0x00 0000011|0000010|00101000110100|011011010001|1110011011|001101101  0x030451A368F366D
0x01 0000011|0000011|00111000111011|010101100000|1111000101|001001110  0x030671DAB078A4E
0x02 0000011|0000101|00110110101100|010101100110|1110111101|001001111  0x030A6D62B377A4F
0x03 0000011|0001011|00101010110010|010110001001|1110100001|001001100  0x03165592C4F424C
0x04 0000011|0001100|00101000010010|010111100101|1110011001|001010101  0x03185092F2F3255
0x05 0000011|0001101|00101000100100|010111101100|1110011010|001010110  0x031A5122F673456
BX = 010 Event : 27
0x00 0000011|0000010|00110011011110|001111101011|0001000010|111000011  0x030466F1F5885C3
BX = 011 Event : 28
0x00 0000011|0000101|00100000000100|011101001111|0010000000|110010010  0x030A4023A790192
BX = 100 Event : 29
0x00 0000011|0000000|00110101011011|001101010111|1110111100|000110001  0x03006AD9ABF7831
0x01 0000011|0000001|00101110001000|010001100000|1110101111|001000011  0x03025C423075E43
BX = 101 Event : 30
BX = 110 Event : 31
