BX = 000 Event : 1
0x00 0000011|0001000|01011110100111|010000010111|1111010110|111010001  0x0310BD3A0BFADD1
0x01 0000011|0001001|01001101111010|001110011100|0000001001|111010010  0x03129BD1CE013D2
BX = 001 Event : 2
0x00 0000011|0001100|01011011111011|001101100010|0000100000|000101100  0x0318B7D9B10402C
BX = 010 Event : 3
0x00 0000011|0000101|01010101110001|001101111111|1111011101|111010110  0x030AAB89BFFBBD6
BX = 011 Event : 4
0x00 0000011|0010101|01010101001011|010101111010|1111101100|110111010  0x032AAA5ABD7D9BA
0x01 0000011|0101010|01011100010010|011000111100|1111110010|110101101  0x0354B8931E7E5AD
0x02 0000011|0101111|01101110011001|010010011010|0001000000|000111010  0x035EDCCA4D0803A
BX = 100 Event : 5
0x00 0000011|0001010|01011000000010|011101001011|1111100011|110101011  0x0314B013A5FC7AB
0x01 0000011|0001011|01101100110110|010010000001|1110110011|111000111  0x0316D9B240F67C7
0x02 0000011|0001100|01101100001001|010010000000|1110110101|111000111  0x0318D84A4076BC7
0x03 0000011|0010101|01100111100100|010001011101|1111000100|111001011  0x032ACF222EF89CB
0x04 0000011|0010110|01100110100111|010001011010|1111000111|111001011  0x032CCD3A2D78FCB
0x05 0000011|0010111|01011001111011|010111011100|1111110110|110110100  0x032EB3DAEE7EDB4
0x06 0000011|0011000|01100000101011|011001111001|1111100110|110101001  0x0330C15B3CFCDA9
0x07 0000011|0011010|01100000000101|001100110000|0000011000|000100101  0x0334C0299803025
0x08 0000011|0011011|01011100100100|001100101000|0000001110|000100100  0x0336B9219401C24
BX = 101 Event : 6
0x00 0000011|0000011|01010100010100|011011010001|1111100101|110110001  0x0306A8A368FCBB1
0x01 0000011|0000101|01001110011010|001100001111|0000000110|000100011  0x030A9CD18780C23
0x02 0000011|0000110|01001011000010|001110110111|0000000011|111001110  0x030C9611DB807CE
0x03 0000011|0000111|01001011100000|010000111110|1111110101|000110010  0x030E97021F7EA32
0x04 0000011|0001000|01000100110110|001101111011|0000100001|111010111  0x031089B1BD843D7
BX = 110 Event : 7
0x00 0000011|0000101|01101000000011|010111001111|1111000100|110110110  0x030AD01AE7F89B6
0x01 0000011|0001001|01000100111001|001100001111|1111011100|000100011  0x031289C987FB823
BX = 111 Event : 8
BX = 000 Event : 9
0x00 0000011|0001110|01011111100001|010111010001|0000110101|001000110  0x031CBF0AE886A46
0x01 0000011|0010000|01011111010110|010111001100|0000110100|001000101  0x0320BEB2E606845
0x02 0000011|0110110|01011101010111|011001110001|1111110000|110110010  0x036CBABB38FE1B2
BX = 001 Event : 10
0x00 0000011|0000010|01001010000000|001110001110|0000000110|111010110  0x03049401C700DD6
0x01 0000011|0000011|01011010101010|001101101000|0000001110|000101011  0x0306B551B401C2B
BX = 010 Event : 11
0x00 0000011|0000100|01011000001110|011000001100|0000011011|001000111  0x0308B0730603647
0x01 0000011|0000101|01111001101111|010111011000|0001100000|001000101  0x030AF37AEC0C045
0x02 0000011|0001010|01001011011101|010111000011|1111101000|001000001  0x031496EAE1FD041
BX = 011 Event : 12
0x00 0000011|0000110|01011101111011|001111010111|1111000101|111010001  0x030CBBD9EBF8BD1
0x01 0000011|0000111|01010001010010|010101000000|1111101001|111000000  0x030EA292A07D3C0
0x02 0000011|0001000|01100001011110|011000101110|1111000111|110110100  0x0310C2F31778FB4
0x03 0000011|0001010|01011101110011|001111011010|1111000101|111010001  0x0314BB99ED78BD1
0x04 0000011|0010111|01011111001110|011010110101|1111011011|110101101  0x032EBE735AFB7AD
0x05 0000011|0011000|01100100100111|011100100100|1111010000|110100101  0x0330C93B927A1A5
0x06 0000011|0011011|01101010100110|010111111001|1111000001|110110000  0x0336D532FCF83B0
BX = 100 Event : 13
0x00 0000011|0000000|01000010010011|011001001100|1111111111|110110010  0x0300849B267FFB2
BX = 101 Event : 14
0x00 0000011|0000000|01010100101111|010101110001|0000100111|001000101  0x0300A97AB884E45
0x01 0000011|0000001|01100101100010|010100110010|1110101011|110111110  0x0302CB1299757BE
BX = 110 Event : 15
0x00 0000011|0000110|01001010100011|001111111010|1111110101|111001001  0x030C9519FD7EBC9
0x01 0000011|0000111|01100011111001|011010001101|1111000010|110101011  0x030EC7CB46F85AB
0x02 0000011|0001000|01100110000110|011001111111|1110111100|110101100  0x0310CC333FF79AC
0x03 0000011|0001001|01001000110111|011000000100|0000001011|110111011  0x031291BB02017BB
0x04 0000011|0001101|01001101110010|001111101101|0000001000|111001110  0x031A9B91F6811CE
BX = 111 Event : 16
0x00 0000011|0000101|01101111010101|010101011010|0001000111|000111110  0x030ADEAAAD08E3E
0x01 0000011|0000110|01111010000010|010111101111|0001100100|001001011  0x030CF412F78C84B
0x02 0000011|0000111|01010011000100|001101001111|1111101100|111011001  0x030EA621A7FD9D9
0x03 0000011|0010000|01011101110100|010011011001|0000010111|000111110  0x0320BBA26C82E3E
0x04 0000011|0010001|01010100000100|010001111011|1111111110|000110110  0x0322A8223DFFC36
0x05 0000011|0010101|01011101101110|001101011101|0000100001|000101011  0x032ABB71AE8422B
0x06 0000011|0010110|01011110000010|001100101100|0000100010|000100110  0x032CBC119604426
BX = 000 Event : 17
0x00 0000011|0011000|01001111100100|011000000011|0000000001|110110101  0x03309F2301803B5
BX = 001 Event : 18
BX = 010 Event : 19
0x00 0000011|0000001|01001001001100|010110101110|1111110100|001000010  0x03029262D77E842
0x01 0000011|0000010|01011000100101|001101110100|0000101111|000101010  0x0304B129BA05E2A
0x02 0000011|0000011|01011000011100|001101110100|0000101111|000101010  0x0306B0E1BA05E2A
0x03 0000011|0001011|01110010011001|010100100000|1111000000|110111111  0x0316E4CA90781BF
BX = 011 Event : 20
0x00 0000011|0001101|01100011100000|010011110110|0000110011|000111011  0x031AC7027B0663B
0x01 0000011|0010101|01011001101011|011010100110|0000010010|001001110  0x032AB35B530244E
0x02 0000011|0010111|01100101001110|001101111101|1111001011|111010111  0x032ECA71BEF97D7
BX = 100 Event : 21
0x00 0000011|0000011|01000010100101|010011111101|0000101110|111000000  0x0306852A7E85DC0
BX = 101 Event : 22
0x00 0000011|0000100|01010010110100|010000010101|1111100011|111010000  0x0308A5A20AFC7D0
0x01 0000011|0000110|01101111010101|010101011010|1110110001|111000001  0x030CDEAAAD763C1
BX = 110 Event : 23
0x00 0000011|0010000|01100100000100|010010100000|0000100010|000110101  0x0320C8225004435
BX = 111 Event : 24
0x00 0000011|0000000|01010011110111|010011011100|1111011010|111001000  0x0300A7BA6E7B5C8
0x01 0000011|0001001|01100101101110|010000010100|1111011101|111010000  0x0312CB720A7BBD0
BX = 000 Event : 25
0x00 0000011|0001001|01001001000010|011010110101|0000001111|110101110  0x031292135A81FAE
BX = 001 Event : 26
