BX = 000 Event : 1
0x00 0000001|0000010 0x0082
0x01 0000001|0000110 0x0086
0x02 0000001|0001000 0x0088
0x03 0000110|0010000 0x0310
0x04 0001100|0010111 0x0617
0x05 0100001|0110000 0x10B0
0x06 0100010|0110000 0x1130
0x07 0101100|0110000 0x1630
0x08 0101101|0110000 0x16B0
BX = 011 Event : 20
0x00 0000010|0000000 0x0100
0x01 0000010|0000001 0x0101
0x02 0001000|0001111 0x040F
0x03 0001010|0001111 0x050F
0x04 0110010|0001111 0x190F
0x05 0110011|0001111 0x198F
0x06 0110101|0001111 0x1A8F
0x07 0111000|0001111 0x1C0F
BX = 100 Event : 21
0x00 0001001|0011001 0x0499
0x01 0011000|0011001 0x0C19
0x02 0011011|0011001 0x0D99
0x03 0101101|0110011 0x16B3
0x04 0101110|0110011 0x1733
0x05 0110000|0110011 0x1833
BX = 101 Event : 22
0x00 0001000|0010110 0x0416
0x01 0001000|0010111 0x0417
0x02 0001011|0010110 0x0596
0x03 0001011|0010111 0x0597
0x04 0001100|0010110 0x0616
0x05 0001100|0010111 0x0617
0x06 0011010|0001100 0x0D0C
BX = 110 Event : 23
0x00 0001101|0101000 0x06A8
0x01 0010000|0100000 0x0820
0x02 0010110|0101000 0x0B28
BX = 111 Event : 24
0x00 0000000|0000010 0x0002
0x01 0010111|0010011 0x0B93
0x02 0011001|0010000 0x0C90
0x03 0011001|0010010 0x0C92
0x04 0011010|0010000 0x0D10
0x05 0011010|0010010 0x0D12
BX = 000 Event : 25
0x00 0000110|0010011 0x0313
0x01 0001000|0010011 0x0413
0x02 0010110|0010011 0x0B13
0x03 0110011|0110011 0x19B3
0x04 0110011|0110110 0x19B6
0x05 0110100|0110011 0x1A33
0x06 0110100|0110110 0x1A36
0x07 1000100|0110011 0x2233
0x08 1000100|0110110 0x2236
BX = 001 Event : 26
0x00 0000001|0000101 0x0085
0x01 0100101|0000101 0x1285
BX = 010 Event : 27
0x00 0001100|0010010 0x0612
BX = 011 Event : 28
0x00 0101111|0100011 0x17A3
0x01 0110000|0100011 0x1823
0x02 1000000|0100011 0x2023
BX = 100 Event : 29
0x00 0000000|0101110 0x002E
0x01 0000001|0101110 0x00AE
0x02 0011111|0101110 0x0FAE
0x03 0100001|0101110 0x10AE
BX = 101 Event : 30
0x00 0100000|0000010 0x1002
BX = 110 Event : 31
0x00 0011110|0110000 0x0F30
0x01 0011111|0110000 0x0FB0
0x02 0110111|0110000 0x1BB0
BX = 111 Event : 32
BX = 000 Event : 33
0x00 0001000|0001111 0x040F
0x01 0010100|0011011 0x0A1B
0x02 0010100|0011101 0x0A1D
0x03 0100001|0011011 0x109B
0x04 0100001|0011101 0x109D
BX = 001 Event : 34
0x00 0000101|0000101 0x0285
BX = 010 Event : 35
0x00 0111110|1001011 0x1F4B
0x01 0111110|1010000 0x1F50
0x02 0111110|1010010 0x1F52
0x03 1000000|1010000 0x2050
0x04 1000000|0000001 0x2001
0x05 1000000|1010010 0x2052
BX = 011 Event : 36
0x00 0000001|0001000 0x0088
0x01 0000001|0001011 0x008B
0x02 0100110|0001000 0x1308
0x03 0100111|0001000 0x1388
0x04 0101110|0010110 0x1716
BX = 100 Event : 37
BX = 101 Event : 38
0x00 0000011|0001001 0x0189
0x01 0101010|0000010 0x1502
0x02 0101111|0001001 0x1789
0x03 0110010|0100101 0x1925
BX = 110 Event : 39
BX = 111 Event : 40
0x00 0101000|0000101 0x1405
0x01 0101001|0000101 0x1485
0x02 0101111|0100101 0x17A5
BX = 000 Event : 41
0x00 0000011|0000011 0x0183
0x01 0011001|0010111 0x0C97
0x02 0011001|0011000 0x0C98
0x03 0011011|0011000 0x0D98
0x04 0011011|0011001 0x0D99
0x05 0101111|0100111 0x17A7
0x06 0110010|0000011 0x1903
0x07 0110011|0000011 0x1983
0x08 0110011|0110011 0x19B3
BX = 001 Event : 42
0x00 0000100|0001000 0x0208
0x01 0000101|0001000 0x0288
0x02 0000110|0001000 0x0308
0x03 0100100|0110110 0x1236
0x04 0101011|0001000 0x1588
0x05 0101100|0001000 0x1608
0x06 0101110|0001000 0x1708
0x07 0101111|0001000 0x1788
BX = 010 Event : 43
BX = 011 Event : 44
0x00 0001100|0010110 0x0616
0x01 0110010|0001010 0x190A
BX = 100 Event : 45
0x00 0000001|0000011 0x0083
0x01 0000011|0000011 0x0183
0x02 0000101|0000011 0x0283
0x03 0001100|0000010 0x0602
0x04 0001100|0000011 0x0603
0x05 0001100|0000100 0x0604
0x06 0001100|0000101 0x0605
0x07 0001100|0000111 0x0607
0x08 0001110|0010001 0x0711
0x09 0001111|0010001 0x0791
0x0a 0010011|0011111 0x099F
0x0b 0011000|0110000 0x0C30
0x0c 0011010|0110000 0x0D30
0x0d 0100110|0110000 0x1330
0x0e 1000010|1010011 0x2153
0x0f 1000100|1010011 0x2253
0x10 1001000|0000011 0x2403
0x11 1001010|0000011 0x2503
0x12 1001101|0000111 0x2687
0x13 1010000|0000111 0x2807
0x14 1010001|0000111 0x2887
0x15 1010110|1010011 0x2B53
BX = 101 Event : 46
0x00 0000011|0001001 0x0189
0x01 0100010|0111110 0x113E
0x02 0100101|0001001 0x1289
BX = 110 Event : 47
BX = 111 Event : 48
0x00 0000100|0000101 0x0205
0x01 0000101|0000101 0x0285
0x02 0010000|0000101 0x0805
0x03 0010101|0010001 0x0A91
0x04 0010101|0010011 0x0A93
BX = 000 Event : 49
0x00 0000000|0000010 0x0002
0x01 0000001|0000010 0x0082
0x02 0011001|0011101 0x0C9D
0x03 0011011|0100010 0x0DA2
0x04 0100111|0111110 0x13BE
0x05 0101000|0000010 0x1402
0x06 0101000|0111110 0x143E
0x07 0101111|0100010 0x17A2
BX = 001 Event : 50
BX = 010 Event : 51
0x00 0000001|0001010 0x008A
0x01 0000101|0001010 0x028A
0x02 0110100|0001010 0x1A0A
0x03 0110101|0001010 0x1A8A
0x04 1000001|0100101 0x20A5
0x05 1000001|0100110 0x20A6
BX = 011 Event : 52
BX = 100 Event : 53
0x00 0001010|0010001 0x0511
0x01 0001010|0010011 0x0513
0x02 0010011|0010001 0x0991
0x03 0010011|0010011 0x0993
BX = 101 Event : 54
BX = 110 Event : 55
0x00 0110010|0110011 0x1933
0x01 0110010|0110100 0x1934
BX = 111 Event : 56
0x00 0001010|0010111 0x0517
0x01 0001011|0010111 0x0597
0x02 0010100|0010111 0x0A17
0x03 0110101|0001111 0x1A8F
BX = 000 Event : 57
0x00 0000101|0001101 0x028D
0x01 0001100|0011111 0x061F
0x02 0001100|0100011 0x0623
0x03 0001101|0100011 0x06A3
0x04 0010110|0100011 0x0B23
0x05 0111001|0001101 0x1C8D
0x06 0111110|0110001 0x1F31
0x07 0111110|0110010 0x1F32
BX = 001 Event : 58
0x00 0000110|0001110 0x030E
0x01 0000110|0001111 0x030F
0x02 0000111|0001110 0x038E
0x03 0000111|0001111 0x038F
0x04 0001000|0001110 0x040E
0x05 0001000|0001111 0x040F
0x06 0011101|0100110 0x0EA6
0x07 0101010|0111101 0x153D
0x08 0110011|0001110 0x198E
0x09 0110011|0001111 0x198F
0x0a 0111010|0111101 0x1D3D
BX = 010 Event : 59
0x00 0001000|0010101 0x0415
0x01 0001001|0010101 0x0495
0x02 0001011|0010101 0x0595
BX = 011 Event : 60
0x00 0111000|1000000 0x1C40
BX = 100 Event : 61
0x00 0000110|0010000 0x0310
0x01 0010011|0010000 0x0990
0x02 0010100|0010000 0x0A10
0x03 0010111|0010000 0x0B90
0x04 0101001|0101001 0x14A9
0x05 0101001|0101011 0x14AB
0x06 0101001|0000000 0x1480
0x07 0101001|0000011 0x1483
BX = 101 Event : 62
BX = 110 Event : 63
0x00 0100110|0101001 0x1329
0x01 0101000|0101001 0x1429
BX = 111 Event : 64
0x00 0000011|0000101 0x0185
0x01 0000011|0000110 0x0186
0x02 0000100|0000101 0x0205
0x03 0000100|0000110 0x0206
0x04 0000110|0000101 0x0305
0x05 0000110|0000110 0x0306
0x06 0000110|0001000 0x0308
0x07 0001111|0011011 0x079B
0x08 0010000|0011011 0x081B
0x09 0010111|0011011 0x0B9B
0x0a 0011001|0011011 0x0C9B
0x0b 0101010|0100101 0x1525
0x0c 0101100|0100101 0x1625
0x0d 0101101|0100101 0x16A5
0x0e 0110000|0100101 0x1825
0x0f 1000111|0100101 0x23A5
BX = 000 Event : 65
0x00 0000100|0000110 0x0206
0x01 0000100|0001001 0x0209
0x02 0000100|0001111 0x020F
0x03 0000110|0000110 0x0306
0x04 0000110|0000111 0x0307
0x05 0000110|0001000 0x0308
0x06 0000110|0001001 0x0309
0x07 0000110|0001100 0x030C
0x08 0000110|0001111 0x030F
0x09 0000110|0010001 0x0311
0x0a 0010011|0100100 0x09A4
0x0b 0100011|0100100 0x11A4
0x0c 0101101|0110011 0x16B3
0x0d 0101101|0111010 0x16BA
0x0e 0101110|0111000 0x1738
0x0f 0101110|0111010 0x173A
0x10 0110000|0111000 0x1838
0x11 0110001|0111010 0x18BA
0x12 0110101|0000110 0x1A86
0x13 0110101|0000111 0x1A87
0x14 0110101|0001000 0x1A88
0x15 0110101|0001001 0x1A89
0x16 0110101|0001100 0x1A8C
0x17 0110101|0001111 0x1A8F
0x18 0110101|0010001 0x1A91
BX = 001 Event : 66
0x00 0000000|0000100 0x0004
0x01 0000001|0111101 0x00BD
0x02 0000111|0001110 0x038E
0x03 0001100|0011000 0x0618
0x04 0001100|0011011 0x061B
0x05 0010111|0011000 0x0B98
0x06 0010111|0011011 0x0B9B
0x07 0101100|0111101 0x163D
0x08 0101100|0000100 0x1604
0x09 0110000|0001110 0x180E
0x0a 0110110|0110011 0x1B33
0x0b 0110111|0111101 0x1BBD
BX = 010 Event : 67
0x00 0001000|0001011 0x040B
0x01 0001010|0001011 0x050B
0x02 1001110|0001011 0x270B
0x03 1010001|0001011 0x288B
0x04 1010111|0101010 0x2BAA
BX = 011 Event : 68
BX = 100 Event : 69
0x00 0000000|0000010 0x0002
0x01 0010010|0010001 0x0911
BX = 101 Event : 70
0x00 0000010|0000100 0x0104
0x01 0000111|0010110 0x0396
0x02 0010001|0010110 0x0896
BX = 110 Event : 71
0x00 0000111|0010011 0x0393
0x01 0000111|0011011 0x039B
0x02 0001001|0010011 0x0493
0x03 0001001|0011010 0x049A
0x04 0001001|0011011 0x049B
0x05 0001010|0011010 0x051A
0x06 0001010|0011011 0x051B
0x07 0001011|0011011 0x059B
0x08 0010000|0100110 0x0826
0x09 0010100|0010011 0x0A13
0x0a 0010100|0011011 0x0A1B
0x0b 0101111|0111011 0x17BB
0x0c 0110000|0111011 0x183B
0x0d 0111010|0010011 0x1D13
0x0e 0111010|0011011 0x1D1B
0x0f 1000000|0111011 0x203B
0x10 1000001|0000010 0x2082
BX = 111 Event : 72
BX = 000 Event : 73
0x00 0100111|0000011 0x1383
0x01 0100111|0001000 0x1388
0x02 0110001|0110001 0x18B1
0x03 0110110|0110001 0x1B31
0x04 0111100|1001010 0x1E4A
BX = 001 Event : 74
0x00 0000101|0010110 0x0296
0x01 0001000|0011101 0x041D
0x02 0001001|0011111 0x049F
0x03 0010101|0011111 0x0A9F
0x04 0110010|1001101 0x194D
0x05 0110111|0001011 0x1B8B
0x06 0110111|0001100 0x1B8C
0x07 0110111|0001101 0x1B8D
0x08 0110111|0001110 0x1B8E
0x09 0110111|0001111 0x1B8F
0x0a 0110111|0010011 0x1B93
0x0b 0110111|0010110 0x1B96
0x0c 0110111|0010111 0x1B97
0x0d 0110111|0011101 0x1B9D
BX = 010 Event : 75
0x00 0101001|0110000 0x14B0
0x01 0101111|0110110 0x17B6
0x02 0110000|0110110 0x1836
0x03 0111110|0110110 0x1F36
BX = 011 Event : 76
BX = 100 Event : 77
BX = 101 Event : 78
0x00 0010011|0011100 0x099C
BX = 110 Event : 79
0x00 0000001|0001000 0x0088
0x01 0001000|0001101 0x040D
0x02 0001010|0011010 0x051A
0x03 0001010|0011011 0x051B
0x04 0010110|0011010 0x0B1A
0x05 0010110|0011011 0x0B1B
0x06 0110011|0000011 0x1983
0x07 0110011|0000101 0x1985
0x08 0110100|0000101 0x1A05
0x09 0110100|0000110 0x1A06
0x0a 0110100|0001000 0x1A08
0x0b 0110100|0001001 0x1A09
0x0c 0110101|0000101 0x1A85
0x0d 0110101|0000110 0x1A86
0x0e 0110101|0001000 0x1A88
0x0f 0110101|0001001 0x1A89
0x10 0110111|0001101 0x1B8D
0x11 0111100|0101101 0x1E2D
0x12 1000000|1000010 0x2042
0x13 1000000|1000011 0x2043
BX = 111 Event : 80
0x00 0000110|0010111 0x0317
0x01 0000111|0010111 0x0397
0x02 0001101|0010111 0x0697
0x03 0001101|0011001 0x0699
0x04 0001110|0010111 0x0717
0x05 0001110|0011001 0x0719
0x06 0101011|0010110 0x1596
BX = 000 Event : 81
0x00 0001101|0010111 0x0697
0x01 0010111|0010111 0x0B97
0x02 0100100|0000010 0x1202
0x03 0101011|0000010 0x1582
BX = 001 Event : 82
0x00 0100110|0010111 0x1317
BX = 010 Event : 83
0x00 0011000|0010110 0x0C16
0x01 0110110|0000110 0x1B06
0x02 0110110|0001000 0x1B08
0x03 0110110|0001010 0x1B0A
BX = 011 Event : 84
0x00 0101010|0000111 0x1507
BX = 100 Event : 85
0x00 0110111|0000010 0x1B82
0x01 0111001|0000010 0x1C82
BX = 101 Event : 86
0x00 0000100|0001010 0x020A
0x01 0001000|0010100 0x0414
0x02 0001000|0010101 0x0415
0x03 0001000|0010111 0x0417
0x04 0010101|0010100 0x0A94
0x05 0010101|0010101 0x0A95
0x06 0101010|0001010 0x150A
0x07 0101011|0000101 0x1585
0x08 0101011|0001010 0x158A
0x09 0101100|0001010 0x160A
0x0a 0101110|0001010 0x170A
0x0b 0101111|0001010 0x178A
BX = 110 Event : 87
BX = 111 Event : 88
0x00 0111100|0001011 0x1E0B
BX = 000 Event : 89
0x00 0001000|0010000 0x0410
0x01 0011011|0110010 0x0DB2
0x02 0011011|0110101 0x0DB5
0x03 0011100|0110010 0x0E32
0x04 0011100|0110101 0x0E35
0x05 0100001|0001011 0x108B
0x06 0100011|0001011 0x118B
0x07 0100011|0001100 0x118C
0x08 0100011|0010000 0x1190
BX = 001 Event : 90
0x00 0000000|0000101 0x0005
0x01 0000000|0000111 0x0007
0x02 0000000|0001001 0x0009
0x03 0011100|0011101 0x0E1D
0x04 0101010|0000101 0x1505
0x05 0101010|0000111 0x1507
0x06 0101010|0001001 0x1509
BX = 010 Event : 91
0x00 0000000|0000010 0x0002
0x01 0000001|0000010 0x0082
0x02 0010110|0001110 0x0B0E
0x03 0010110|0010000 0x0B10
0x04 0010111|0001110 0x0B8E
0x05 0010111|0010000 0x0B90
BX = 011 Event : 92
0x00 0000100|0001001 0x0209
0x01 0000101|0001001 0x0289
0x02 0100000|0000110 0x1006
0x03 0100010|0000110 0x1106
0x04 0100011|0001001 0x1189
0x05 0100100|0001001 0x1209
BX = 100 Event : 93
0x00 0011111|0101110 0x0FAE
0x01 0011111|0101111 0x0FAF
0x02 0100000|0101110 0x102E
0x03 0100000|0101111 0x102F
0x04 0100001|0101110 0x10AE
0x05 0100001|0101111 0x10AF
0x06 0100010|0101110 0x112E
0x07 0100010|0101111 0x112F
0x08 0100110|0000010 0x1302
0x09 0101001|0000010 0x1482
0x0a 0110001|0101110 0x18AE
0x0b 0110001|0101111 0x18AF
0x0c 0110010|0101110 0x192E
0x0d 0110010|0101111 0x192F
0x0e 0110011|0101110 0x19AE
0x0f 0110011|0101111 0x19AF
BX = 101 Event : 94
0x00 0000010|0000001 0x0101
0x01 0000010|0000010 0x0102
0x02 0100100|0000001 0x1201
BX = 110 Event : 95
0x00 0000001|0000010 0x0082
0x01 0011011|0101100 0x0DAC
0x02 0011100|0101100 0x0E2C
0x03 0011110|0101100 0x0F2C
BX = 111 Event : 96
0x00 0000010|0000001 0x0101
0x01 0000010|0000011 0x0103
0x02 0000011|0000001 0x0181
0x03 0000011|0000011 0x0183
0x04 0000111|0001011 0x038B
0x05 0000111|0010000 0x0390
0x06 0001010|0010000 0x0510
0x07 0001101|0011101 0x069D
0x08 0001101|0011111 0x069F
0x09 0110110|0001011 0x1B0B
0x0a 0110110|0010000 0x1B10
0x0b 0110110|0010001 0x1B11
0x0c 0110111|0001011 0x1B8B
0x0d 0110111|0010000 0x1B90
0x0e 0110111|0010001 0x1B91
0x0f 0111000|0001011 0x1C0B
0x10 0111000|0010000 0x1C10
0x11 0111000|0010001 0x1C11
BX = 000 Event : 97
BX = 001 Event : 98
BX = 010 Event : 99
0x00 0011001|0010001 0x0C91
0x01 1001010|0110110 0x2536
0x02 1001010|0110111 0x2537
BX = 011 Event : 100
0x00 0000101|0000111 0x0287
0x01 0000101|0001000 0x0288
0x02 0000101|0001001 0x0289
0x03 0000111|0000111 0x0387
0x04 0000111|0001000 0x0388
0x05 0000111|0001001 0x0389
0x06 0010011|0011011 0x099B
0x07 0111001|0000111 0x1C87
0x08 0111001|0001000 0x1C88
0x09 0111001|0001001 0x1C89
